video_file,video_id,session_id,status,review_status,source,question,option_A,option_B,option_C,option_D,answer
2764.mp4,vid_2764,3,ready,independent_model_review_passed,online_reviewed,视频主要展示的场景是哪里？,居民家客厅,室内健身房,医院手术室,露天停车场,D
2765.mp4,vid_2765,13,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,跳舞表演,维修家电,烹饪做饭,拍摄记录,D
2766.mp4,vid_2766,16,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,教室伏案答题,户外跑步锻炼,厨房炒菜做饭,对着镜头互动,D
2767.mp4,vid_2767,10,ready,independent_model_review_passed,online_reviewed,视频主要展示什么？,绿色长条食物,新鲜橙子,红烧肉块,白米饭,A
2768.mp4,vid_2768,14,ready,independent_model_review_passed,online_reviewed,视频主要展示的内容是什么？,可爱的小猫,新鲜的水果,盛开的鲜花,沸腾的汤锅,D
2769.mp4,vid_2769,3,ready,independent_model_review_passed,online_reviewed,视频主要展现人们的什么活动？,医院看病,田间劳作,教室上课,居家拜年,D
2770.mp4,vid_2770,11,ready,independent_model_review_passed,online_reviewed,视频中的人群主要在进行什么活动？,上课学习,聚餐吃饭,拔河比赛,跳舞表演,B
2771.mp4,vid_2771,1,ready,independent_model_review_passed,online_reviewed,视频中的女士主要在做什么？,制作美食,演奏乐器,打扫房间,展示穿搭,D
2772.mp4,vid_2772,17,ready,independent_model_review_passed,online_reviewed,视频里的女士主要在做什么？,沿小路向前行走,在厨房烹饪做饭,在教室读书学习,在泳池游泳戏水,A
2773.mp4,vid_2773,1,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,走路,画画,打球,跳舞,A
2774.mp4,vid_2774,12,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,站着做手势,伏案写字,跑步跨栏,躺着睡觉,A
2775.mp4,vid_2775,6,ready,independent_model_review_passed,online_reviewed,视频拍摄的主要场所是什么？,郊外的农场,装修中的住宅,营业中的餐厅,学校的教室,B
2776.mp4,vid_2776,6,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,伏案书写作业,对着镜头自拍,户外跑步锻炼,厨房烹饪炒菜,B
2777.mp4,vid_2777,14,ready,independent_model_review_passed,online_reviewed,视频拍摄的主要场景是？,聚餐宴席,医院看病,教室上课,工厂上班,A
2778.mp4,vid_2778,15,ready,independent_model_review_passed,online_reviewed,视频中的人物主要在做什么？,吃饭,打扫卫生,做饭,跳舞,D
2779.mp4,vid_2779,12,ready,independent_model_review_passed,online_reviewed,视频里的女士主要在做什么？,对着镜头自拍,打羽毛球,打扫卫生,做饭炒菜,A
2780.mp4,vid_2780,8,ready,independent_model_review_passed,online_reviewed,视频中的男子主要在做什么？,画画,做饭,跑步,钓鱼,D
2781.mp4,vid_2781,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的两个孩子主要在做什么？,吃饭,跳舞,写作业,看书,B
2782.mp4,vid_2782,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么景观？,花海景观,雪景,海景,沙漠景观,B
2783.mp4,vid_2783,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场景是什么？,宽敞的城市主干道,幽静的公园小径,积水的乡村街道,热闹的商业步行街,C
2784.mp4,vid_2784,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的蓝衣男子主要在做什么？,读书写字,对镜自拍,唱歌跳舞,炒菜做饭,B
2785.mp4,vid_2785,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里水中的人物主要在做什么？,钓鱼,露营,划船,游泳,D
2786.mp4,vid_2786,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,乘车行进,跳舞表演,做饭炒菜,伏案写字,A
2787.mp4,vid_2787,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频的主要拍摄场景是哪里？,郊野户外,居民家中,大型商场,学校教室,A
2788.mp4,vid_2788,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示了什么？,一位女性,宠物家猫,水果拼盘,办公书桌,A
2789.mp4,vid_2789,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人们主要待在什么地方？,沙滩上,教室里,山顶上,汽车里,D
2790.mp4,vid_2790,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物的手主要在做什么？,擦拭桌面,摆弄毛绒玩具,折叠衣物,清洗蔬果,B
2791.mp4,vid_2791,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,画面中近处的白衣女士在做什么？,跳舞,写字,自拍,做饭,C
2792.mp4,vid_2792,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,自拍,写字,做饭,跳舞,A
2793.mp4,vid_2793,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的主要场景是哪里？,家庭厨房,学校教室,户外海边,汽车内部,D
2794.mp4,vid_2794,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场所是哪里？,高山草甸,居家客厅,室内体育馆,海边沙滩,C
2795.mp4,vid_2795,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场景是？,山间村镇山地,繁华都市街区,海边沙滩风光,茂密热带雨林,A
2796.mp4,vid_2796,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么场景？,工厂车间,戈壁沙漠,室内商场,园林景区,D
2797.mp4,vid_2797,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频的主要拍摄场景是哪里？,医院诊室,大型商场,建筑工地,家庭厨房,C
2798.mp4,vid_2798,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里靠前的女子主要在做什么？,操场上打篮球,厨房内烹饪炒菜,面向镜头做手臂动作,书桌前写作业,C
2799.mp4,vid_2799,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场景是什么？,热带丛林,城市户外街景,室内演播厅,海底世界,B
2800.mp4,vid_2800,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的女士主要在做什么？,撑伞走路,跳舞表演,骑车赶路,烧菜做饭,A
2801.mp4,vid_2801,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的主要人物正在做什么？,跳舞,自拍,做饭,打球,B
2802.mp4,vid_2802,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,对着镜头自拍,操场跑步锻炼,教室讲课板书,厨房烹饪做饭,A
2803.mp4,vid_2803,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,自拍,画画,打球,B
2804.mp4,vid_2804,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频栏舍中饲养的主要动物是？,牛,羊,鸡,猪,A
2805.mp4,vid_2805,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跑步,打扫卫生,跳舞,拍照,C
2806.mp4,vid_2806,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中沿道路驶过的主要交通工具是？,自行车,电动车,摩托车,汽车,D
2807.mp4,vid_2807,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场景是什么？,海边沙滩浴场,深山丛林小径,室内商场大堂,城镇街道路口,D
2808.mp4,vid_2808,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,在河边洗衣服,在临水窄道上行走,在岸边钓鱼,在水中游泳,B
2809.mp4,vid_2809,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么？,一位年轻女性,山间风景,一桌美食,一只宠物猫,A
2810.mp4,vid_2810,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,走路,跳舞,画画,B
2811.mp4,vid_2811,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示什么？,一把椅子,一只小鸟,一个苹果,一条大鱼,D
2812.mp4,vid_2812,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人们主要在做什么？,跳舞,打球,排队,野餐,C
2813.mp4,vid_2813,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跳舞,打球,做饭,画画,A
2814.mp4,vid_2814,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中正在发生哪种天气现象？,起雾,下雪,晴天,下雨,D
2815.mp4,vid_2815,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,打扫地面,修剪花草,烹煮饭菜,处理猪蹄,D
2816.mp4,vid_2816,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跳舞,做饭,打球,画画,A
2817.mp4,vid_2817,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,擦拭桌椅,持发光物体移动,写字画画,切菜做饭,B
2818.mp4,vid_2818,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,跳舞,画画,做饭,走路,D
2819.mp4,vid_2819,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,读书写字,炒菜做饭,跳舞表演,割除杂草,D
2820.mp4,vid_2820,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,自拍记录,炒菜做饭,跳舞表演,修理家具,A
2821.mp4,vid_2821,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人们主要在做什么？,跳舞表演,田间耕作,进行建筑施工,摆摊售卖,C
2822.mp4,vid_2822,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人们主要在做什么？,搭建帐篷,跳舞表演,排队等候,跑步锻炼,C
2823.mp4,vid_2823,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,火车卧铺车厢,酒店客房,医院病房,家中卧室,A
2824.mp4,vid_2824,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,打球,跳舞,自拍,D
2825.mp4,vid_2825,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的主要人物是？,小女孩,成年女性,小男孩,老年男性,B
2826.mp4,vid_2826,1,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中主要出现了哪种家具？,沙发,椅子,床,餐桌,C
2827.mp4,vid_2827,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示了什么？,满桌饭菜,数只小猫,一群孩童,一男一女,D
2828.mp4,vid_2828,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人们主要在做什么？,吃饭聚餐,跑步锻炼,排队等候,跳舞表演,C
2829.mp4,vid_2829,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的主要人物正在做什么？,教室答题,操场打球,对着镜头自拍,厨房炒菜,C
2830.mp4,vid_2830,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,整理桌面文具,擦拭本上字迹,在笔记本上写字,在笔记本上画画,C
2831.mp4,vid_2831,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的室外场景是？,高山森林,城市居民区外景,海边沙滩,草原牧场,B
2832.mp4,vid_2832,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是哪个场景？,夜间江畔步道,室内篮球场,地下停车场,白天草原牧场,A
2833.mp4,vid_2833,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中坐着的男子主要在做什么？,看杂志,剪头发,玩手机,吃东西,C
2834.mp4,vid_2834,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场景是哪里？,商场超市,户外公园,家庭室内,学校教室,C
2835.mp4,vid_2835,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,厨房炒菜做饭,舞台演唱歌曲,面向镜头出现,操场跑步锻炼,C
2836.mp4,vid_2836,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,骑车出行,炒菜做饭,弹奏吉他,对着镜头露出脸部,D
2837.mp4,vid_2837,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,打球,画画,做饭,跳舞,D
2838.mp4,vid_2838,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么？,课本教材,新鲜果蔬,运动器材,各式工艺摆件,D
2839.mp4,vid_2839,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,烹饪炒菜,正对着镜头,跑步锻炼,读书写字,B
2840.mp4,vid_2840,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跳舞,自拍,打球,做饭,B
2841.mp4,vid_2841,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,阅读书籍,品尝食物,梳理头发,调整背带裤肩带,D
2842.mp4,vid_2842,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要拍摄场景在哪里？,超市内部,海边沙滩,地铁车厢,居民家中,C
2843.mp4,vid_2843,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跳舞摆动身体,炒菜做饭,打羽毛球,看书学习,A
2844.mp4,vid_2844,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的女士主要在做什么？,对着镜头自拍,演奏乐器,烹饪制作饭菜,进行跑步锻炼,A
2845.mp4,vid_2845,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的男子主要在做什么？,弹钢琴,打篮球,吃包子,洗衣服,C
2846.mp4,vid_2846,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,厨房炒菜做饭,户外跑步锻炼,对镜持手机自拍舞动,教室伏案答题,C
2847.mp4,vid_2847,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人物主要在做什么？,做饭炒菜,写字看书,和小狗互动,扫地拖地,C
2848.mp4,vid_2848,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人们主要在做什么？,上课学习,跑步健身,跳舞表演,聚餐吃饭,D
2849.mp4,vid_2849,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么场景？,教室上课场景,舞台表演场景,厨房做饭场景,窗外雨中景色,D
2850.mp4,vid_2850,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,对着镜头做动作,炒菜做饭,坐着看书,奔跑赶路,A
2851.mp4,vid_2851,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的场所是？,生鲜超市,中式餐馆,社区医院,手机数码门店,D
2852.mp4,vid_2852,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频重点展示的车辆是？,私家轿车,电动自行车,大型客车,货运卡车,C
2853.mp4,vid_2853,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示什么场景？,茂密的树林,临海的空房子,乡村的农田,热闹的商业街,B
2854.mp4,vid_2854,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,对着镜头自拍,伏案写字,做饭炒菜,跑步锻炼,A
2855.mp4,vid_2855,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跳舞表演,读书写字,擦拭家具,切配食材,D
2856.mp4,vid_2856,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,读书看报,举杯饮酒,炒菜做饭,打扫卫生,B
2857.mp4,vid_2857,1,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示了什么内容？,草地上的羊群,马路上的车流,一位女性近景画面,商店里的货架,C
2858.mp4,vid_2858,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的两个小朋友主要在做什么？,写字画画,安静睡觉,吃饭用餐,玩耍互动,D
2859.mp4,vid_2859,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示了什么？,一片树林,一位女性,一辆汽车,一只小狗,B
2860.mp4,vid_2860,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的学生们主要在做什么？,集体做操,伏案考试,集体就餐,打扫卫生,A
2861.mp4,vid_2861,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,打球,做饭,画画,自拍,D
2862.mp4,vid_2862,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人们主要在进行什么活动？,聚餐吃东西,上课学习,体育锻炼,上班办公,A
2863.mp4,vid_2863,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,居民家中,学校教室,连锁超市,户外公园,A
2864.mp4,vid_2864,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做各类手部手势,看书,跳舞,做饭,A
2865.mp4,vid_2865,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,餐厅,教室,宿舍,操场,C
2866.mp4,vid_2866,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,自拍,做饭,打球,跳舞,A
2867.mp4,vid_2867,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,裁剪纸张,加盖印章,折叠纸张,持笔写字,D
2868.mp4,vid_2868,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跑步赶路,面对镜头,弹奏钢琴,炒菜做饭,B
2869.mp4,vid_2869,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,做各种手部动作,跑步锻炼,写字画画,做饭炒菜,A
2870.mp4,vid_2870,1,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的小宝宝主要在做什么？,坐在餐椅上吃饭,躺在床上睡午觉,在地面爬行玩耍,坐在婴儿推车里,D
2871.mp4,vid_2871,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,面向镜头,炒菜做饭,跑步锻炼,写字答题,A
2872.mp4,vid_2872,1,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,打球,自拍,写字,做饭,B
2873.mp4,vid_2873,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,打球,画画,自拍,D
2874.mp4,vid_2874,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是以下哪类事物？,动物,食物,植物,人物,D
2875.mp4,vid_2875,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的物品是什么？,金属火锅,新鲜蔬菜,碗筷餐具,装饰蛋糕,D
2876.mp4,vid_2876,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的主要场景是哪里？,学校教室,行驶的汽车内,居民家中,公园草坪,B
2877.mp4,vid_2877,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,踢足球,和小狗互动,洗衣服,吃面条,B
2878.mp4,vid_2878,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女子主要在做什么？,画画,做饭,自拍,打球,C
2879.mp4,vid_2879,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人们主要在做什么？,在泳池游泳玩水,坐影院观看电影,列队参与集体活动,在厨房烹饪做饭,C
2880.mp4,vid_2880,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,伏案书写作业,进行跑步锻炼,烹饪炒菜做饭,对着镜头讲话,D
2881.mp4,vid_2881,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人们主要在做什么？,聚餐用餐,跳舞表演,读书写字,跑步锻炼,A
2882.mp4,vid_2882,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,画面里的人群主要在做什么？,跑步比赛,集体用餐,列队站立,打球比赛,C
2883.mp4,vid_2883,1,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,自拍记录,伏案写字,烹饪做饭,跑步健身,A
2884.mp4,vid_2884,17,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展现的场景是哪里？,家中厨房,医院诊室,学校教室,户外旅游景区,D
2885.mp4,vid_2885,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的女士主要在做什么？,球场打球,教室听课,临水自拍,厨房做饭,C
2886.mp4,vid_2886,8,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,烹饪饭菜,阅读书籍,编织手工,弹奏乐器,C
2887.mp4,vid_2887,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,烹饪食物,拍打晾晒的干草,弹奏吉他,在河里游泳,B
2888.mp4,vid_2888,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,成熟住宅区,郊野公园,建筑工地,商业步行街,C
2889.mp4,vid_2889,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,烹饪饭菜,清扫地面,弹奏吉他,扶着挂满绿叶的杆,D
2890.mp4,vid_2890,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的两人主要在做什么？,打羽毛球运动,亲密互动自拍,认真看书学习,一同做饭炒菜,B
2891.mp4,vid_2891,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女子主要在做什么？,搬运货物,自拍,检查车辆,指挥交通,B
2892.mp4,vid_2892,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频展示的主要户外场景是哪里？,海边,沙漠,草原,雪山,A
2893.mp4,vid_2893,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要拍摄的农作物是什么？,小麦,向日葵,棉花,水稻,B
2894.mp4,vid_2894,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示的是什么场景？,晴朗的海边沙滩,积雪覆盖的公路沿线,干旱的沙漠戈壁,热闹的城市步行街,B
2895.mp4,vid_2895,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女生主要在做什么？,厨房烹饪做饭,对着镜头摆姿势,打羽毛球运动,低头看书学习,B
2896.mp4,vid_2896,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,高山草原,电影院内,户外空地,室内厨房,C
2897.mp4,vid_2897,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的工人们主要在做什么？,包装分拣蔬菜,缝制加工衣物,烹饪制作菜品,组装维修家具,A
2898.mp4,vid_2898,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,商场里,卧室里,大海边,汽车里,D
2899.mp4,vid_2899,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的女士主要在做什么？,打球,做饭,跳舞,画画,C
2900.mp4,vid_2900,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,在超市购物,在山上植树,沿街道骑行,在家中看电视,C
2901.mp4,vid_2901,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,野餐,跳舞,画画,散步,B
2902.mp4,vid_2902,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,画画,跳舞,跑步,做饭,C
2903.mp4,vid_2903,6,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,跑步,看书,做饭,游泳,D
2904.mp4,vid_2904,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示了什么活动？,画画,打球,做饭,跳舞,A
2905.mp4,vid_2905,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频主要展示什么场景？,茂密森林景观,城市繁华街景,山间云海云霞景观,沙漠戈壁景观,C
2906.mp4,vid_2906,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中戴虎头帽的人物主要在做什么？,跳舞,做饭,唱歌,吃东西,D
2907.mp4,vid_2907,3,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,对着镜头说话,炒菜做饭,练习书法,跑步锻炼,A
2908.mp4,vid_2908,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,两位女性头上都戴着什么？,毛线帽,护士帽,草帽,安全帽,D
2909.mp4,vid_2909,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中主要展示的主体是什么？,一名成年男子,一辆自行车,一只宠物狗,一束鲜花,A
2910.mp4,vid_2910,4,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,厨房烹饪做菜,面向镜头摆姿势,操场跑步锻炼,打扫房间卫生,B
2911.mp4,vid_2911,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,餐厅里吃饭,雪地上滑雪,泳池里游泳,面对镜头停留,D
2912.mp4,vid_2912,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,画画,跳舞,走路,D
2913.mp4,vid_2913,16,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频的主要场景是哪里？,城市商场,海边沙滩,热带丛林,高山雪原,B
2914.mp4,vid_2914,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,这段视频的拍摄者主要身处哪里？,火车车厢,轮船内部,汽车内部,飞机客舱,C
2915.mp4,vid_2915,10,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女子主要在做什么？,在教室上课,在厨房做饭,对着镜头自拍,在跑步锻炼,C
2916.mp4,vid_2916,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中大量出现的物体是什么？,公园长椅,餐厅餐椅,乘客座椅,办公转椅,C
2917.mp4,vid_2917,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女士主要在做什么？,户外跑步健身,厨房炒菜做饭,对着镜头自拍,演奏乐器,C
2918.mp4,vid_2918,5,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中人物主要在做什么？,在膝盖上画笑脸,清洗水果,整理书架,弹奏钢琴,A
2919.mp4,vid_2919,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,烹饪炒菜,骑自行车,面对镜头说话,跳健身操,C
2920.mp4,vid_2920,14,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的男子主要在做什么？,躺卧在床上,烹饪做饭,跑步锻炼,登台演讲,A
2921.mp4,vid_2921,11,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,做饭,洗碗,跳舞,擦桌子,C
2922.mp4,vid_2922,2,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄的主要场景是哪里？,学校教室,医院病房,家庭客厅,餐馆饭店,B
2923.mp4,vid_2923,7,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频拍摄者处于什么位置拍摄？,房屋内,火车内,轮船上,汽车内,D
2924.mp4,vid_2924,9,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要在做什么？,伏案写字,跑步锻炼,坐着面向镜头,炒菜做饭,C
2925.mp4,vid_2925,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的人物主要身处什么地方？,汽车内部,家庭厨房,户外操场,教室课堂,A
2926.mp4,vid_2926,12,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中的女子主要在做什么？,在户外跑步,在厨房做饭,对着镜子自拍,伏案写字,C
2927.mp4,vid_2927,15,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频里的人物主要在做什么？,对着镜头说话,伏案写字,用餐吃饭,跳舞表演,A
2928.mp4,vid_2928,13,generated_unreviewed,format_checked_pending_blind_review,batch_generation,视频中女士手持的显眼物品是什么？,遮阳雨伞,鲜切花束,带穗干草,钓鱼鱼竿,C
